n,merge,thresholds_t5,thresholds_t10,thresholds_t20,thresholds_t30,thresholds_t50
91700,30,22,20,18,16,14
91800,30,22,20,18,16,14
91900,30,22,20,18,16,15
92000,30,22,20,18,16,14
92100,30,22,20,20,16,14
92200,30,22,20,18,16,14
92300,30,22,20,18,16,14
92400,30,22,20,18,16,14
92500,30,22,20,18,16,15
92600,30,22,21,18,16,14
92700,30,22,20,18,16,14
92800,31,22,20,18,16,15
92900,31,22,20,20,16,15
93000,30,22,20,18,16,14
93100,31,22,20,18,16,15
93200,31,22,20,18,16,15
93300,31,22,20,20,16,15
93400,31,22,20,18,16,14
93500,31,22,20,18,16,15
93600,31,22,20,18,16,15
93700,31,22,20,18,16,15
93800,31,22,20,18,16,15
93900,31,22,20,18,16,15
94000,34,23,20,18,16,15
94100,31,23,21,18,18,16
94200,31,23,21,18,16,15
94300,31,23,20,18,16,15
94400,31,23,21,21,16,15
94500,31,23,21,18,16,15
94600,31,22,20,18,16,15
94700,31,23,20,18,16,15
94800,31,23,20,18,16,15
94900,31,23,20,18,16,15
95000,31,23,20,18,16,15
95100,31,23,21,18,16,15
95200,31,23,21,18,16,15
95300,31,23,21,18,16,15
95400,31,23,21,18,16,15
95500,31,23,21,18,16,15
95600,35,23,21,18,16,15
95700,31,23,21,18,16,15
95800,31,23,21,18,16,15
95900,31,23,21,18,16,15
96000,31,23,21,18,16,15
96100,31,23,21,18,16,15
96200,32,23,21,18,16,15
96300,32,23,21,19,17,15
96400,32,24,21,19,17,15
96500,32,24,21,18,17,15
96600,32,23,21,18,17,18
96700,32,24,21,19,17,15
96800,32,24,21,19,17,15
96900,32,24,21,19,17,16
97000,34,24,21,19,17,15
97100,32,24,21,19,17,15
97200,32,24,21,19,17,15
97300,32,24,21,19,17,15
97400,32,24,21,19,17,15
97500,32,24,21,19,17,15
97600,32,26,21,19,17,15
97700,32,24,21,19,17,15
97800,32,24,21,19,17,15
97900,32,24,21,19,17,15
98000,32,24,21,19,17,16
98100,32,24,21,21,17,15
98200,32,24,21,19,17,15
98300,33,24,21,19,17,15
98400,33,24,21,19,17,16
98500,32,27,21,19,17,16
98600,33,24,21,19,17,15
98700,33,24,21,19,17,15
98800,33,25,21,19,17,15
98900,33,24,21,19,17,15
99000,33,24,21,19,17,15
99100,32,24,21,19,17,15
99200,32,24,21,19,17,15
99300,32,24,21,19,17,15
99400,32,24,21,19,17,15
99500,32,24,21,19,17,15
99600,32,24,21,19,17,15
99700,32,24,21,19,17,15
99800,32,24,22,19,17,15
99900,33,24,21,19,17,15
100000,32,24,24,20,17,16
